,Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,embedding,cluster,keywords
173,DOE-0083-2023,DOE,National Energy Technology Laboratory,,To demonstrate multi-gamma based sensor technology for as-fired coal property measurement,"Applying an advanced multigamma attenuation (MGA) sensor to 
accurately and precisely measure coal properties at the point of 
injection into burners.  
One research objective is to perform MGA testing and databases 
development for neural network developed fingerprinting of coal 
properties. This will include neural network refinement with MGA data 
and to upgrade Microbeam’s Combustion System Performance Indices 
(CSPI) – CoalTracker (CT) program with MGA-based neural network 
algorithms.",,"Artificial Intelligence, Neural Networks",,Department of Energy,"[ 0.01321157  0.03759056  0.04338006 ... -0.02151168 -0.01791725
 -0.00971318]",2,"[('coaltracker', 0.4281), ('coal', 0.373), ('burners', 0.3498), ('sensor', 0.2769), ('combustion', 0.2709)]"
174,DOE-0084-2023,DOE,National Energy Technology Laboratory,,To deploy dynamic neural network optimization to minimize heat rate during ramping for coal.,"The primary objective of the proposed work is to 1) deploy dynamic 
neural network optimization (D-NNO) to minimize heat rate during all 
phases of operation (ramping, low load, and high load) at a coal power 
plant. The project will build a high-fidelity, systems-level, dynamic model 
of the plant for a rapid prototyping environment for the D-NNO and to 
allow researchers to better understand the dynamic phenomena that 
occur during ramping and at various plant loads, and  Commercialize D-
NNO as a readily-available software application by working with an 
industry-proven software platform. The plant will be perturbed over time 
to allow machine learning (ML) models to be fitted to the plant’s 
response data.",,"Artificial Intelligence, Neural Networks",,Department of Energy,"[-0.01018869  0.01114269 -0.00716134 ...  0.00490355  0.00836338
  0.00191913]",2,"[('optimization', 0.3268), ('neural', 0.305), ('dynamic', 0.3018), ('models', 0.2825), ('coal', 0.2639)]"
175,DOE-0085-2023,DOE,National Energy Technology Laboratory,,"To design, develop, and demonstrate an AI-integrated physics-based attack resilient proactive system.","Enable ""defense-in-depth"" cyber-physical system (CPS) security and 
resiliency for the distribution grid. The recipient will design, develop, and 
demonstrate a vendor-agonistic scalable Artificial Intelligence Integrated 
Attack-Resilient Proactive System (AI-ARPS) for utility distribution grid 
systems including advanced distribution management system (ADMS) 
and DER management system (DERMS) applications.",,Artificial Intelligence,,Department of Energy,"[ 0.01499568 -0.01003597  0.03796833 ... -0.00485935 -0.00348021
  0.00544532]",2,"[('arps', 0.3295), ('ai', 0.3263), ('grid', 0.3118), ('utility', 0.3105), ('security', 0.3034)]"
176,DOE-0086-2023,DOE,National Energy Technology Laboratory,,"To design, proto-type and demonstrate a miniaturized implementation of a multi-process, high-spatial-resolution monitoring system for boiler condition management.","Project will develop control logic for automated control of bituminous 
coal-fired boiler. Plant operational data will be compared against 
monitoring data to determine when different sensor output from a 
miniaturized high temperature multi-process, high-spatial-resolution 
monitoring system signifies damaging conditions in that region of the 
boiler, and what operational changes can be made to eliminate the 
damaging condition. The control logic will be developed for automated 
control of soot-blowing and other boiler operations",,,,Department of Energy,"[-0.00021469  0.03067385  0.02049875 ... -0.02416278  0.01370297
  0.00665962]",2,"[('boiler', 0.504), ('monitoring', 0.3274), ('sensor', 0.3092), ('automated', 0.3026), ('coal', 0.2886)]"
177,DOE-0087-2023,DOE,National Energy Technology Laboratory,,To detect leaks and creaks.,"The relevant research has been focused on demonstrating applicability 
of novel machine learning based approaches to two major challenges 
associated with safe management of large-scale geologic CO2 storage 
operations, early detection of leaks (i.e., by detecting small leaks) and 
early detection of induced seismicity (i.e. by detecting small seismic 
signals).",,Artificial Intelligence,,Department of Energy,"[-0.00802125  0.01270916  0.04192275 ...  0.01172913  0.01690393
  0.00802749]",2,"[('detection', 0.4099), ('detecting', 0.3972), ('seismic', 0.3592), ('geologic', 0.349), ('leaks', 0.3206)]"
178,DOE-0088-2023,DOE,National Energy Technology Laboratory,,To develop 5G integrated edge computing platform for efficient component monitoring in coal-fired power plants,"Develop an on-demand distributed edge computing platform to gather, 
process, and efficiently analyze the component health data in coal-fired 
power plants. Given that edge computing servers are closer to the field 
devices in modernized power plants, the efficiency of edge computing 
service with respect to dynamic orchestration, resource data collection, 
and health information monitoring will be investigated for timely detection 
of remote faults and to perform diagnosis.",,Big Data,,Department of Energy,"[ 0.01410088 -0.01447816  0.04489645 ... -0.0069797  -0.03794033
  0.02299057]",2,"[('edge', 0.4016), ('monitoring', 0.3214), ('servers', 0.2867), ('faults', 0.245), ('computing', 0.2166)]"
179,DOE-0089-2023,DOE,National Energy Technology Laboratory,,To develop a deep-learning Artificial Intelligence model for analysis of fundamental combustion characteristics,"A deep-learning Artificial Intelligence model will be pursued for rapid 
analysis of detailed fundamental combustion characteristics that support 
the design and troubleshooting process of H2-containing fuel combustor 
development.",,"Artificial Intelligence, Neural Networks",,Department of Energy,"[-0.00918804 -0.00912097  0.00801133 ... -0.00857835 -0.01709573
 -0.00041726]",2,"[('combustion', 0.4725), ('combustor', 0.4413), ('fuel', 0.2998), ('h2', 0.2377), ('learning', 0.2276)]"
180,DOE-0090-2023,DOE,National Energy Technology Laboratory,,To develop a general drag model for assemblies of non-spherical particles created with artificial neural networks,"The project plans to develop a more accurate artificial neural network 
(ANN)-based method for modeling the momentum exchange in fluid-
solid multiphase mixtures to significantly improve the accuracy and 
reduce the uncertainty of multiphase numerical codes and, in particular, 
of MFiX, by developing and providing a general and accurate method for 
determining the drag coefficients of assemblies of non-spherical 
particles for wide ranges of Reynolds numbers, Stokes numbers, and 
fluid-solid properties and characteristics. The research team will achieve 
this goal by conducting numerical computations with a validated in-
house CFD code and using artificial intelligence methods to develop an 
ANN that will be implemented in TensorFlow and linked with the MFiX 
code.",,"Artificial Intelligence, Neural Networks",,Department of Energy,"[ 0.02560745  0.02587046 -0.01958217 ... -0.02310887 -0.03079589
  0.03110672]",2,"[('tensorflow', 0.4303), ('stokes', 0.3247), ('multiphase', 0.3021), ('numerical', 0.2864), ('fluid', 0.2595)]"
181,DOE-0091-2023,DOE,National Energy Technology Laboratory,,"To develop a novel platform for secure data logging and processing in fossil fuel power generation systems using blockchain and machine learning to reduce down time for fossil energy power plants, limit reductions of power and reduce cost for repairs.","Machine learning model development will consist of traditional machine 
learning and deep learning algorithms implementation for anomaly 
detection.  Machine learning server will be used to develop the 
traditional models using One-Class Support Vector Machine (SVM) and 
K-Mean Clustering and deep learning models using Recurrent Neural 
Network (RNN) and its various implementations like Long Short-Term 
Memory (LSTM), Gated Recurrent Unit (GRU), Generative Adversarial 
Network (GAN), and Autoencoders using the sensor data collected from 
secure sensor network.",,"Artificial Intelligence, Neural Networks",,Department of Energy,"[-0.02682873  0.00201669  0.05474511 ...  0.01140334 -0.01365229
 -0.02440417]",2,"[('svm', 0.4291), ('adversarial', 0.3958), ('lstm', 0.3801), ('autoencoders', 0.3685), ('rnn', 0.3546)]"
182,DOE-0092-2023,DOE,National Energy Technology Laboratory,,"To develop a wireless, distributed data acquisition and interpretation system foe seismic monitoring and carbon storage characterization.","Resensys plans to develop a wireless, distributed data acquisition and 
interpretation system tailored for monitoring and characterization of 
seismic activity at carbon storage sites.  The seismicity data collected in 
real time during the CO2 storage site characterization and sequestration 
processes combined with advanced signal processing and Artificial 
Intelligence and Machine Learning (AI/ML) methodologies provide an 
understanding of natural seismicity risks prior to any CO2 injection, prior 
to making large investments in developing the storage project.",,Artificial Intelligence,,Department of Energy,"[ 0.03204899 -0.00331519  0.02113357 ...  0.03245467 -0.01139083
  0.02011936]",2,"[('seismic', 0.4036), ('seismicity', 0.3536), ('monitoring', 0.3206), ('data', 0.2964), ('co2', 0.2853)]"
183,DOE-0093-2023,DOE,National Energy Technology Laboratory,,To develop an AI-driven integrated autonomous robotic visual inspection (RVI) platform.,"The overall objective of the research is to develop an AI-driven 
integrated autonomous robotic visual inspection (RVI) platform that can 
perform real-time defect identification, dynamic path planning, and safe 
navigation in a closed-loop manner. The",,"Artificial Intelligence, Robotic Processing Automation (RPA)",,Department of Energy,"[ 0.0192654   0.02046178  0.0203261  ...  0.05589679 -0.00562421
 -0.00270573]",0,"[('ai', 0.4046), ('robotic', 0.401), ('inspection', 0.4002), ('autonomous', 0.36), ('rvi', 0.3216)]"
184,DOE-0094-2023,DOE,National Energy Technology Laboratory,,To develop an Artificial intelligence- based model for rotating detonation engine designs,"An artificial intelligence-based model will be used to develop low-loss 
rotating detonation engine (RDE) designs for use in power generation 
using natural gas/syngas mixtures. The model formulation will enable full-
scale RDE calculations over 100-1000 detonation cycles.",,Artificial Intelligence,,Department of Energy,[0.02654312 0.00577838 0.04126009 ... 0.01438847 0.01143194 0.00202687],2,"[('detonation', 0.3662), ('rde', 0.3351), ('engine', 0.287), ('gas', 0.1726), ('rotating', 0.171)]"
